rid,country,location_name,latitude,longitude,timezone,last_updated,temperature_celsius,temperature_fahrenheit,condition_label,wind_kph,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,air_quality_Ozone,sunrise,sunset,moonrise,moonset
172.217.12.142-10.42.0.151-443-40766-6,Myanmar,Pathein,16.78,94.73,Asia/Yangon,29-08-23 16:15,30,86,1,16.6,68,62,34.7,94.5,52.9,5:57 AM,6:27 PM,5:17 PM,3:44 AM
10.42.0.151-10.42.0.1-33035-53-17,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek,29-08-23 11:45,20,68,1,6.1,43,0,20,68,107.3,7:05 AM,6:41 PM,5:03 PM,5:52 AM
172.217.10.106-10.42.0.211-443-52802-6,Turkey,Yaren,39.55,27.62,Europe/Istanbul,29-08-23 12:45,28,82.4,1,3.6,55,0,27,80.6,107.3,6:34 AM,7:46 PM,7:13 PM,3:58 AM
172.217.12.131-10.42.0.211-443-60033-6,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu,29-08-23 15:30,28,82.4,0,11.2,58,75,32,89.6,89.4,5:41 AM,6:28 PM,5:32 PM,3:14 AM
10.42.0.211-23.203.49.224-56950-443-6,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam,29-08-23 11:30,19,66.2,1,15.1,73,25,19,66.2,58.7,6:46 AM,8:36 PM,8:30 PM,3:38 AM
172.217.9.234-10.42.0.151-443-39448-6,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland,29-08-23 21:30,9,48.2,1,19.1,81,0,6.6,43.9,63.7,6:52 AM,5:53 PM,3:13 PM,5:51 AM
173.241.242.143-10.42.0.151-443-41248-6,Nicaragua,Managua,12.15,-86.27,America/Managua,29-08-23 3:45,25,77,1,3.6,100,25,27.8,82,12,5:35 AM,5:57 PM,5:09 PM,4:00 AM
10.42.0.42-104.192.110.245-45768-80-6,Niger,Niamey,13.52,2.12,Africa/Niamey,29-08-23 10:45,30,86,0,19.1,62,0,31.8,89.3,26.1,6:40 AM,7:05 PM,6:05 PM,4:48 AM
10.42.0.211-106.11.94.21-56997-443-6,Nigeria,Abuja,9.18,7.18,Africa/Lagos,29-08-23 10:45,28,82.4,0,11.2,74,50,31.6,88.9,25.4,6:23 AM,6:42 PM,5:37 PM,4:34 AM
216.58.219.234-10.42.0.211-443-56290-6,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang,29-08-23 18:45,22,71.6,1,10.1,88,83,24.5,76.1,14.7,6:02 AM,7:13 PM,6:28 PM,3:05 AM
172.217.3.106-10.42.0.151-443-34456-6,Macedonia,Skopje,42,21.43,Europe/Skopje,29-08-23 11:30,30,86,0,3.6,43,25,29.5,85.1,104.4,5:56 AM,7:14 PM,6:45 PM,3:16 AM
10.42.0.151-10.42.0.1-17659-53-17,Norway,Oslo,59.92,10.75,Europe/Oslo,29-08-23 11:30,12,53.6,1,29.9,94,75,12.5,54.4,26.8,6:04 AM,8:30 PM,8:51 PM,2:10 AM
203.205.158.61-10.42.0.211-80-53346-6,Oman,Muscat,23.61,58.59,Asia/Muscat,29-08-23 13:45,33,91.4,1,24.1,80,0,40.9,105.7,81.5,5:47 AM,6:27 PM,5:29 PM,3:31 AM
174.35.73.111-10.42.0.211-80-51244-6,Pakistan,Islamabad,33.7,73.17,Asia/Karachi,29-08-23 14:45,31.9,89.4,0,5.8,45,13,33.7,92.7,277.5,5:39 AM,6:37 PM,5:51 PM,3:04 AM
10.42.0.151-103.43.91.20-46691-443-6,Palau,Adkip,7.36,134.51,Pacific/Palau,29-08-23 18:45,29,84.2,0,19.1,84,75,35.3,95.5,27.2,5:55 AM,6:11 PM,4:44 PM,3:46 AM
202.77.129.150-10.42.0.151-80-51600-6,Bolivia,National,-11.18,-67.08,America/La_Paz,29-08-23 5:45,22.5,72.5,1,3.6,57,16,24.7,76.5,28.3,6:33 AM,6:25 PM,5:15 PM,5:20 AM
172.217.12.142-10.42.0.211-443-38526-6,Panama,Panama City,8.97,-79.53,America/Panama,29-08-23 4:30,27,80.6,1,6.1,89,75,31.6,88.9,0.4,6:10 AM,6:28 PM,5:37 PM,4:37 AM
172.217.3.99-10.42.0.151-443-51327-6,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby,29-08-23 19:45,24.4,75.9,1,28.4,80,22,26.4,79.5,50.1,6:15 AM,6:09 PM,4:22 PM,4:25 AM
172.217.6.234-10.42.0.211-443-59260-6,Paraguay,Carreria,-21.55,-58.12,America/Asuncion,29-08-23 5:45,22.8,73,1,4.7,40,99,24.2,75.6,12.5,6:05 AM,5:43 PM,4:20 PM,5:02 AM
10.42.0.211-23.21.95.195-60204-443-6,Peru,Lima,-12.05,-77.05,America/Lima,29-08-23 4:30,16.2,61.2,1,10.8,86,58,16.2,61.2,38.6,6:14 AM,6:05 PM,4:55 PM,5:03 AM
10.42.0.211-104.88.106.16-49230-80-6,Philippines,Manila,14.6,120.98,Asia/Manila,29-08-23 17:45,27,80.6,0,20.2,89,100,30.1,86.3,39.7,5:44 AM,6:10 PM,4:53 PM,3:28 AM
192.229.173.173-10.42.0.42-80-38018-6,Poland,Warsaw,52.25,21,Europe/Warsaw,29-08-23 11:45,22,71.6,0,6.8,83,75,24.5,76.1,65.8,5:42 AM,7:32 PM,7:25 PM,2:29 AM
172.217.11.3-10.42.0.42-80-52745-6,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,29-08-23 10:30,21,69.8,1,3.6,69,25,21,69.8,63.7,7:03 AM,8:12 PM,7:42 PM,4:36 AM
10.42.0.211-95.213.11.133-55171-80-6,Qatar,Doha,25.29,51.53,Asia/Qatar,29-08-23 12:45,38,100.4,1,19.1,54,0,42.6,108.7,147.3,5:13 AM,5:56 PM,5:01 PM,2:56 AM
10.42.0.211-10.42.0.1-65027-53-17,Romania,Bucharest,44.43,26.1,Europe/Bucharest,29-08-23 12:30,35,95,1,16.9,32,0,33.6,92.5,104.4,6:34 AM,7:58 PM,7:34 PM,3:47 AM
10.42.0.211-10.42.0.1-40710-53-17,Russia,Moscow,55.75,37.62,Europe/Moscow,29-08-23 12:30,16,60.8,1,15.1,68,75,16,60.8,25.8,5:28 AM,7:33 PM,7:35 PM,1:55 AM
172.217.10.138-10.42.0.42-443-52349-6,Rwanda,Kigali,-1.95,30.06,Africa/Kigali,29-08-23 11:45,26,78.8,1,22,34,50,25.1,77.3,54.4,5:59 AM,6:03 PM,4:44 PM,4:19 AM
10.42.0.211-10.42.0.1-51323-53-17,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,29-08-23 5:45,28,82.4,1,16.9,84,0,32,89.7,14.8,5:57 AM,6:27 PM,5:40 PM,4:12 AM
10.42.0.211-64.71.142.124-48352-80-6,Saint Lucia,Castries,14,-61,America/St_Lucia,29-08-23 5:45,27,80.6,1,25.9,89,50,30.5,86.8,20.7,5:52 AM,6:17 PM,5:28 PM,4:11 AM
10.42.0.211-104.97.95.172-39605-80-6,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,29-08-23 5:45,28.8,83.8,0,29.2,78,82,33.7,92.7,20.7,5:54 AM,6:18 PM,5:27 PM,4:13 AM
10.42.0.211-10.42.0.1-12353-53-17,Samoa,Apia,-13.83,-171.73,Pacific/Apia,29-08-23 22:45,26,78.8,0,20.2,84,75,28.7,83.7,62.2,6:34 AM,6:22 PM,4:22 PM,4:43 AM
172.217.11.46-10.42.0.211-443-50648-6,San Marino,San Marino,43.93,12.45,Europe/Rome,29-08-23 11:45,21,69.8,1,15.1,64,50,21,69.8,65.8,6:29 AM,7:52 PM,7:28 PM,3:46 AM
10.42.0.1-10.42.0.42-53-9575-17,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,29-08-23 11:45,17,62.6,0,6.8,77,25,17,62.6,46.5,6:49 AM,8:35 PM,8:27 PM,3:46 AM
10.42.0.1-10.42.0.42-53-22444-17,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,29-08-23 12:30,42,107.6,0,9,6,0,43,109.3,160.2,5:33 AM,6:15 PM,5:20 PM,3:18 AM
10.42.0.211-64.71.142.124-49728-443-6,Senegal,Dakar,14.67,-17.44,Africa/Dakar,29-08-23 9:45,27,80.6,1,6.8,89,50,30.1,86.3,33.6,6:57 AM,7:24 PM,6:28 PM,5:07 AM
1.31.173.21-10.42.0.151-80-36854-6,Serbia,Belgrade,44.8,20.47,Europe/Belgrade,29-08-23 11:30,24,75.2,0,19.1,65,25,25.3,77.6,91.6,5:56 AM,7:21 PM,6:58 PM,3:09 AM
10.42.0.211-10.42.0.1-59548-53-17,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe,29-08-23 13:30,26.3,79.3,1,35.3,85,96,29.5,85.1,38.3,6:19 AM,6:19 PM,4:54 PM,4:38 AM
10.42.0.151-23.194.141.179-55054-443-6,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown,29-08-23 9:45,24,75.2,1,3.6,100,75,26.2,79.1,19,6:45 AM,7:03 PM,6:01 PM,5:01 AM
10.42.0.211-122.225.81.61-40754-80-6,Singapore,Singapore,1.29,103.86,Asia/Singapore,29-08-23 17:30,31,87.8,0,11.2,59,75,37.5,99.6,44.7,7:02 AM,7:10 PM,5:42 PM,5:05 AM
10.42.0.211-63.250.200.101-40104-443-6,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava,29-08-23 11:30,19,66.2,1,13,88,75,19,66.2,62.9,6:05 AM,7:40 PM,7:23 PM,3:08 AM
10.42.0.211-64.71.142.95-53805-443-6,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana,29-08-23 11:30,16,60.8,0,11.2,100,75,16,60.8,85.8,6:18 AM,7:47 PM,7:26 PM,3:29 AM
172.217.10.78-10.42.0.151-443-46729-6,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal,29-08-23 20:45,27,80.6,1,6.8,79,75,31,87.9,41.8,6:24 AM,6:18 PM,4:29 PM,4:32 AM
10.42.0.1-10.42.0.42-53-25143-17,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu,29-08-23 12:45,29,84.2,1,28.1,84,75,33.1,91.7,30.4,5:55 AM,6:04 PM,4:47 PM,4:08 AM
10.42.0.1-10.42.0.42-53-19806-17,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg,29-08-23 11:45,18,64.4,0,6.8,30,0,18,64.4,128.8,6:23 AM,5:54 PM,4:10 PM,5:13 AM
10.42.0.211-47.89.68.225-57580-443-6,South Korea,Seoul,37.57,127,Asia/Seoul,29-08-23 18:30,23,73.4,0,6.8,94,100,25.2,77.3,35.8,5:59 AM,7:07 PM,6:18 PM,3:05 AM
151.101.45.140-10.42.0.151-443-56190-6,Sudan,Juba,12.15,24.45,Africa/Khartoum,29-08-23 11:45,31.2,88.2,1,15.8,43,3,32.1,89.8,22.7,6:11 AM,6:34 PM,5:30 PM,4:17 AM
10.42.0.211-74.6.105.13-40528-443-6,Spain,Madrid,40.4,-3.68,Europe/Madrid,29-08-23 11:45,20,68,1,6.1,49,0,20,68,117.3,7:39 AM,8:52 PM,8:23 PM,5:07 AM
212.13.197.229-10.42.0.211-80-52206-6,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo,29-08-23 15:15,31,87.8,1,29.9,66,50,39.7,103.4,25,6:04 AM,6:19 PM,5:01 PM,4:05 AM
172.217.10.227-10.42.0.151-443-53096-6,Sudan,Khartoum,15.59,32.53,Africa/Khartoum,29-08-23 11:45,30.4,86.7,0,29.2,49,58,31.9,89.4,42.9,5:37 AM,6:05 PM,5:02 PM,3:37 AM
10.42.0.151-10.42.0.1-16100-53-17,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo,29-08-23 6:45,25,77,0,3.6,94,25,28.1,82.6,19.3,6:34 AM,6:49 PM,5:51 PM,5:01 AM
10.42.0.1-10.42.0.42-53-64914-17,Sweden,Stockholm,59.33,18.05,Europe/Stockholm,29-08-23 11:45,18,64.4,0,16.9,64,0,18,64.4,51.5,5:37 AM,7:59 PM,8:17 PM,1:46 AM
172.217.10.10-10.42.0.211-443-39014-6,Switzerland,Bern,46.92,7.47,Europe/Zurich,29-08-23 11:30,14,57.2,0,3.6,77,75,14.7,58.4,57.2,6:45 AM,8:16 PM,7:58 PM,3:55 AM
172.217.6.195-10.42.0.211-443-56686-6,Syria,Damascus,33.5,36.3,Asia/Damascus,29-08-23 12:45,32,89.6,1,19.1,30,50,30,85.9,127.3,6:06 AM,7:05 PM,6:22 PM,3:40 AM
10.42.0.42-66.231.239.96-34357-443-6,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe,29-08-23 14:30,32,89.6,0,11.2,17,0,29.8,85.6,104.4,5:51 AM,7:00 PM,6:21 PM,3:07 AM
10.42.0.211-54.192.38.236-54568-443-6,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam,29-08-23 12:30,23,73.4,1,24.1,53,25,24.3,75.7,37.6,6:39 AM,6:37 PM,5:14 PM,5:03 AM
10.42.0.151-52.84.40.77-59577-443-6,Thailand,Bangkok,13.75,100.52,Asia/Bangkok,29-08-23 16:45,33,91.4,0,11.2,56,50,37.6,99.6,8.3,6:06 AM,6:31 PM,5:17 PM,3:55 AM
10.42.0.211-10.42.0.1-45554-53-17,Indonesia,Murong Timor,-7.56,112.27,Asia/Jakarta,29-08-23 16:45,33.5,92.3,0,13.7,30,7,33.2,91.8,147.3,5:34 AM,5:31 PM,3:52 PM,3:47 AM
202.77.129.150-10.42.0.151-443-48796-6,Bulgaria,Lom,43.81,23.24,Europe/Bucharest,29-08-23 12:45,31.3,88.3,1,7.2,31,11,30.4,86.7,86.6,6:46 AM,8:09 PM,7:43 PM,4:01 AM
10.42.0.211-10.42.0.1-52151-53-17,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu,29-08-23 22:45,21,69.8,1,15.1,78,75,21,69.8,75.8,6:53 AM,6:31 PM,4:22 PM,5:13 AM
172.217.10.234-10.42.0.151-443-44837-6,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain,29-08-23 5:30,26,78.8,0,3.6,89,25,29.3,84.8,9.7,5:57 AM,6:17 PM,5:25 PM,4:19 AM
216.218.254.202-10.42.0.211-123-48971-17,Tunisia,Tunis,36.8,10.18,Africa/Tunis,29-08-23 10:45,29,84.2,1,24.1,40,50,29.2,84.5,85.8,5:48 AM,6:52 PM,6:17 PM,3:20 AM
172.217.10.227-10.42.0.151-443-51779-6,Turkey,Ankara,39.93,32.86,Europe/Istanbul,29-08-23 12:45,28,82.4,0,3.6,28,0,26.4,79.5,163.1,6:13 AM,7:26 PM,6:52 PM,3:35 AM
172.217.10.106-10.42.0.42-443-48733-6,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat,29-08-23 14:45,35,95,0,19.1,19,25,33.2,91.7,223.2,6:33 AM,7:41 PM,7:02 PM,3:53 AM
174.35.73.199-10.42.0.211-443-54744-6,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti,29-08-23 21:45,29,84.2,1,9,89,50,33.9,93,29,6:07 AM,6:02 PM,4:10 PM,4:10 AM
172.217.10.67-10.42.0.42-443-35608-6,Uganda,Kampala,0.32,32.57,Africa/Kampala,29-08-23 12:45,25,77,0,24.1,69,50,25.9,78.6,45.8,6:47 AM,6:54 PM,5:37 PM,5:05 AM
192.229.163.180-10.42.0.151-443-46531-6,Ukraine,Lviv,49.83,24,Europe/Kiev,29-08-23 12:30,29.4,84.9,0,12.6,41,2,29.5,85.1,70.1,6:34 AM,8:15 PM,8:02 PM,3:31 AM
198.105.244.11-10.42.0.211-80-46244-6,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai,29-08-23 13:45,45,113,0,11.2,10,0,73.6,164.4,320.4,6:02 AM,6:44 PM,5:48 PM,3:46 AM
8.43.72.77-10.42.0.211-443-50370-6,United Kingdom,London,51.52,-0.11,Europe/London,29-08-23 10:45,18,64.4,0,13,68,0,18,64.4,57.2,6:08 AM,7:54 PM,7:47 PM,3:04 AM
182.22.31.252-10.42.0.211-443-48453-6,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles,29-08-23 2:45,23.3,73.9,0,15.1,45,0,25.1,77.2,65.1,6:18 AM,7:47 PM,7:39 PM,4:00 AM
172.217.11.35-10.42.0.211-80-39653-6,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo,29-08-23 6:30,7,44.6,0,11.2,93,0,5.2,41.3,26.5,7:08 AM,6:24 PM,4:46 PM,6:23 AM
10.42.0.1-10.42.0.42-53-64277-17,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent,29-08-23 14:30,31,87.8,0,15.1,14,0,28.8,83.8,133,5:46 AM,7:02 PM,6:27 PM,2:56 AM
173.194.205.113-10.42.0.211-443-50468-6,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate,29-08-23 20:45,22,71.6,0,19.1,100,100,24.5,76.1,62.9,5:57 AM,5:39 PM,3:39 PM,4:14 AM
10.42.0.151-87.240.165.91-60010-80-6,Venezuela,Caracas,10.5,-66.92,America/Caracas,29-08-23 5:45,25,77,0,11.2,79,75,27.4,81.3,0,6:18 AM,6:39 PM,5:47 PM,4:42 AM
175.100.207.232-10.42.0.151-80-33129-6,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok,29-08-23 16:45,30,86,0,11.2,66,0,33,91.3,90.1,5:40 AM,6:16 PM,5:08 PM,3:18 AM
10.42.0.211-31.13.71.7-34119-443-6,Yemen,Sanaa,15.35,44.21,Asia/Aden,29-08-23 12:45,25.3,77.5,0,6.5,31,88,25,77,114.4,5:50 AM,6:18 PM,5:14 PM,3:48 AM
10.42.0.211-23.206.162.129-53708-80-6,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka,29-08-23 11:45,19.8,67.6,0,19.1,28,3,19.8,67.6,75.8,6:15 AM,6:01 PM,4:29 PM,4:51 AM
217.69.136.175-10.42.0.211-443-39269-6,Zimbabwe,Harare,-17.82,31.04,Africa/Harare,29-08-23 11:45,19,66.2,0,16.9,25,0,19,66.2,75.8,6:06 AM,5:49 PM,4:13 PM,4:44 AM
10.42.0.42-37.1.203.158-56451-443-6,Afghanistan,Kabul,34.52,69.18,Asia/Kabul,30-08-23 7:30,21.3,70.3,0,3.6,54,4,21.3,70.3,57.2,5:25 AM,6:23 PM,6:18 PM,4:05 AM
157.240.2.25-10.42.0.211-443-45799-6,Albania,Tirana,41.33,19.82,Europe/Tirane,30-08-23 5:00,22,71.6,0,6.1,73,75,24.5,76.2,75.8,6:05 AM,7:18 PM,7:23 PM,4:48 AM
10.42.0.211-104.192.110.245-36566-443-6,Algeria,Algiers,36.76,3.05,Africa/Algiers,30-08-23 4:00,19,66.2,0,3.6,73,25,19,66.2,35.1,6:17 AM,7:20 PM,7:23 PM,5:10 AM
10.42.0.42-87.240.165.80-36391-80-6,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra,30-08-23 4:45,2.9,37.2,0,7.6,91,25,0.8,33.4,35.1,7:17 AM,8:32 PM,8:39 PM,6:02 AM
10.42.0.1-10.42.0.42-53-32717-17,Angola,Luanda,-8.84,13.23,Africa/Luanda,30-08-23 3:45,21,69.8,1,11.2,94,25,21,69.8,62.9,6:10 AM,6:05 PM,5:45 PM,5:37 AM
10.42.0.211-98.139.183.24-35922-443-6,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua,29-08-23 22:45,29,84.2,1,16.9,75,50,33.7,92.7,23.6,5:54 AM,6:22 PM,6:24 PM,5:16 AM
10.42.0.211-10.42.0.1-45850-53-17,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires,29-08-23 23:45,11,51.8,0,15.1,82,0,9.9,49.9,21.5,7:17 AM,6:35 PM,6:14 PM,7:13 AM
172.217.10.99-10.42.0.211-443-55113-6,Armenia,Yerevan,40.18,44.51,Asia/Yerevan,30-08-23 7:00,18,64.4,1,6.1,60,0,18,64.4,29.3,6:27 AM,7:38 PM,7:40 PM,5:06 AM
10.42.0.151-72.21.207.148-35575-443-6,Australia,Canberra,-35.28,149.22,Australia/Sydney,30-08-23 13:00,16,60.8,0,15.1,55,75,16,60.8,52.2,6:26 AM,5:42 PM,4:36 PM,6:00 AM
140.205.134.25-10.42.0.211-443-34064-6,Austria,Vienna,48.2,16.37,Europe/Vienna,30-08-23 4:45,15,59,0,15.1,82,25,14,57.1,41.8,6:09 AM,7:41 PM,7:52 PM,4:42 AM
172.217.10.106-10.42.0.211-443-44444-6,Azerbaijan,Baku,40.4,49.88,Asia/Baku,30-08-23 6:45,23,73.4,1,22,57,0,24.8,76.7,77.3,6:05 AM,7:17 PM,7:18 PM,4:43 AM
183.79.248.252-10.42.0.211-443-55921-6,Bahamas,Nassau,25.08,-77.35,America/Nassau,29-08-23 22:45,30,86,1,20.2,79,75,37.8,100,55.8,6:49 AM,7:31 PM,7:37 PM,6:09 AM
10.42.0.151-36.110.213.49-37476-80-6,Bahrain,Manama,26.24,50.58,Asia/Bahrain,30-08-23 5:45,33,91.4,0,9,67,0,39.8,103.7,100.1,5:17 AM,6:00 PM,5:52 PM,4:10 AM
10.42.0.151-23.6.162.190-59734-443-6,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka,30-08-23 8:45,30.6,87.1,0,3.6,61,10,34.4,93.9,0.9,5:40 AM,6:18 PM,6:04 PM,4:27 AM
10.42.0.42-104.97.95.172-57548-80-6,Barbados,Bridgetown,13.1,-59.62,America/Barbados,29-08-23 23:00,28,82.4,1,25.9,89,50,32.2,90,14.3,5:47 AM,6:11 PM,6:10 PM,5:12 AM
10.42.0.211-10.42.0.1-8791-53-17,Belarus,Minsk,53.9,27.57,Europe/Minsk,30-08-23 5:45,20,68,1,6.8,88,0,20,68,45.8,6:14 AM,8:06 PM,8:22 PM,4:31 AM
208.80.154.224-10.42.0.211-443-34710-6,Belgium,Brussels,50.83,4.33,Europe/Brussels,30-08-23 5:00,12,53.6,0,9,88,75,10.9,51.5,21.5,6:53 AM,8:33 PM,8:47 PM,5:24 AM
192.229.163.180-10.42.0.211-443-36638-6,Belize,Belmopan,17.25,-88.77,America/Belize,29-08-23 21:00,24.4,75.9,0,4.3,91,86,26.9,80.4,7.7,5:41 AM,6:10 PM,6:15 PM,5:08 AM
172.217.10.78-10.42.0.211-443-37734-6,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo,30-08-23 4:00,26,78.8,1,19.1,89,50,29.6,85.4,29.3,6:43 AM,6:58 PM,6:46 PM,6:01 AM
172.217.10.138-10.42.0.151-443-55244-6,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu,30-08-23 9:00,18.3,64.9,1,5.4,65,11,18.3,64.9,38.6,5:40 AM,6:25 PM,6:13 PM,4:24 AM
10.42.0.42-23.206.163.180-36738-443-6,Bolivia,Sucre,-19.04,-65.26,America/La_Paz,29-08-23 23:00,13,55.4,0,6.8,52,7,12.7,54.9,26.8,6:31 AM,6:13 PM,6:01 PM,6:16 AM
216.58.219.226-10.42.0.211-443-38801-6,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo,30-08-23 4:45,16,60.8,1,3.6,88,25,16,60.8,18.1,6:07 AM,7:27 PM,7:34 PM,4:47 AM
192.229.163.180-10.42.0.42-443-47566-6,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,30-08-23 5:00,9,48.2,0,9,66,0,8.4,47.1,32.9,6:30 AM,6:04 PM,5:33 PM,6:08 AM
172.217.10.42-10.42.0.151-443-50473-6,Brazil,Bras,-2.08,-58.17,America/Manaus,29-08-23 23:00,26.9,80.4,0,5.4,38,6,26.7,80.1,25.8,5:52 AM,5:55 PM,5:49 PM,5:25 AM
10.42.0.211-104.97.95.172-41381-80-6,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,30-08-23 11:00,32,89.6,0,13,75,75,37.5,99.4,39.7,6:14 AM,6:27 PM,5:58 PM,5:15 AM
172.217.6.227-10.42.0.211-443-45592-6,Bulgaria,Sofia,42.68,23.32,Europe/Sofia,30-08-23 5:45,17,62.6,1,6.8,88,75,17,62.6,9.8,6:49 AM,8:05 PM,8:11 PM,5:30 AM
10.42.0.151-31.13.71.36-42725-443-6,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,30-08-23 3:00,24.6,76.3,1,17.6,81,10,26.6,79.9,9.6,5:56 AM,6:18 PM,6:09 PM,5:10 AM
10.42.0.42-24.190.54.173-46360-51156-17,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,30-08-23 5:00,22.5,72.5,0,3.6,57,8,24.7,76.5,15.2,6:02 AM,6:04 PM,5:44 PM,5:23 AM
10.42.0.211-52.84.37.172-46076-443-6,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,30-08-23 6:00,13.2,55.8,0,4.7,83,0,13.4,56.1,14.1,6:08 AM,5:42 PM,5:07 PM,5:43 AM
182.254.5.234-10.42.0.211-80-47925-6,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,30-08-23 2:00,26,78.8,0,11.2,89,75,28.9,83.9,65.1,6:21 AM,6:48 PM,6:43 PM,5:38 AM
182.22.67.91-10.42.0.151-443-45274-6,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,30-08-23 10:00,32,89.6,0,13,67,25,35.9,96.7,31.8,5:50 AM,6:12 PM,5:48 PM,4:46 AM
172.217.3.97-10.42.0.211-443-53228-6,Cameroon,Bafoussam,5.47,10.42,Africa/Douala,30-08-23 4:00,16.9,62.4,0,4.7,97,59,16.9,62.4,8.1,6:12 AM,6:26 PM,6:12 PM,5:30 AM
172.217.10.42-10.42.0.151-443-44003-6,Canada,Ottawa,45.42,-75.7,America/Toronto,29-08-23 22:45,20,68,1,9,88,75,20,68,61.5,6:21 AM,7:45 PM,8:00 PM,5:22 AM
211.236.244.151-10.42.0.211-80-34466-6,Central African Republic,Bangui,4.37,18.58,Africa/Bangui,30-08-23 4:00,23,73.4,0,3.6,89,50,25.4,77.7,0.2,5:41 AM,5:53 PM,5:37 PM,4:57 AM
10.42.0.211-104.88.89.135-51267-443-6,Chad,N'djamena,12.11,15.05,Africa/Douala,30-08-23 4:00,24,75.2,0,16.9,89,50,26,78.8,20.4,5:49 AM,6:11 PM,6:00 PM,5:01 AM
10.42.0.211-52.84.139.205-51684-443-6,Chile,Santiago,-33.45,-70.67,America/Santiago,29-08-23 22:45,13,55.4,1,16.9,58,0,13.6,56.4,0,7:03 AM,6:24 PM,6:06 PM,7:00 AM
10.42.0.211-123.125.29.220-56028-80-6,China,Beijing,39.93,116.39,Asia/Shanghai,30-08-23 11:00,29,84.2,1,3.6,43,0,28.8,83.8,31.5,5:40 AM,6:50 PM,6:45 PM,4:03 AM
169.47.5.252-10.42.0.42-5222-36805-6,Bulgaria,Bogot,43.32,24.7,Europe/Sofia,30-08-23 6:00,18.5,65.3,1,5.8,89,82,18.6,65.5,87.3,6:42 AM,8:01 PM,8:06 PM,5:22 AM
172.217.12.174-10.42.0.211-443-33529-6,Comoros,Moroni,-11.7,43.24,Indian/Comoro,30-08-23 6:00,23.3,73.9,0,24.1,82,76,25.3,77.5,53.6,6:12 AM,6:04 PM,5:37 PM,5:37 AM
10.42.0.211-103.235.46.212-35015-443-6,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,30-08-23 4:00,24,75.2,1,6.8,78,0,25.5,78,18.6,5:59 AM,6:00 PM,5:42 PM,5:23 AM
10.42.0.211-10.42.0.1-19553-53-17,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,29-08-23 21:00,23,73.4,1,6.8,94,75,25.5,77.9,19.3,5:28 AM,5:47 PM,5:49 PM,4:58 AM
